umbral,accuracy,precision,recall,f1,pr_auc,roc_auc,TN,FP,FN,TP,alertas,costo_unidades,modelo
0.615,0.9724749241894098,0.8837209302325582,0.25165562913907286,0.3917525773195876,0.35439396294633196,0.7445591607209192,4131,5,113,38,43,1135,MLP inicial
0.62,0.9724749241894098,0.8837209302325582,0.25165562913907286,0.3917525773195876,0.35439396294633196,0.7445591607209192,4131,5,113,38,43,1135,MLP inicial
0.625,0.9724749241894098,0.8837209302325582,0.25165562913907286,0.3917525773195876,0.35439396294633196,0.7445591607209192,4131,5,113,38,43,1135,MLP inicial
0.63,0.9724749241894098,0.8837209302325582,0.25165562913907286,0.3917525773195876,0.35439396294633196,0.7445591607209192,4131,5,113,38,43,1135,MLP inicial
0.635,0.9724749241894098,0.8837209302325582,0.25165562913907286,0.3917525773195876,0.35439396294633196,0.7445591607209192,4131,5,113,38,43,1135,MLP inicial
0.64,0.9724749241894098,0.8837209302325582,0.25165562913907286,0.3917525773195876,0.35439396294633196,0.7445591607209192,4131,5,113,38,43,1135,MLP inicial
0.645,0.9724749241894098,0.8837209302325582,0.25165562913907286,0.3917525773195876,0.35439396294633196,0.7445591607209192,4131,5,113,38,43,1135,MLP inicial
0.65,0.9727081875437369,0.9047619047619048,0.25165562913907286,0.39378238341968913,0.35439396294633196,0.7445591607209192,4132,4,113,38,42,1134,MLP inicial
0.655,0.9727081875437369,0.9047619047619048,0.25165562913907286,0.39378238341968913,0.35439396294633196,0.7445591607209192,4132,4,113,38,42,1134,MLP inicial
0.66,0.9724749241894098,0.9024390243902439,0.24503311258278146,0.3854166666666667,0.35439396294633196,0.7445591607209192,4132,4,114,37,41,1144,MLP inicial
0.665,0.9724749241894098,0.9024390243902439,0.24503311258278146,0.3854166666666667,0.35439396294633196,0.7445591607209192,4132,4,114,37,41,1144,MLP inicial
0.67,0.9724749241894098,0.9024390243902439,0.24503311258278146,0.3854166666666667,0.35439396294633196,0.7445591607209192,4132,4,114,37,41,1144,MLP inicial
0.675,0.9724749241894098,0.9024390243902439,0.24503311258278146,0.3854166666666667,0.35439396294633196,0.7445591607209192,4132,4,114,37,41,1144,MLP inicial
0.68,0.9724749241894098,0.9024390243902439,0.24503311258278146,0.3854166666666667,0.35439396294633196,0.7445591607209192,4132,4,114,37,41,1144,MLP inicial
0.685,0.9724749241894098,0.9024390243902439,0.24503311258278146,0.3854166666666667,0.35439396294633196,0.7445591607209192,4132,4,114,37,41,1144,MLP inicial
